title,date,sentence
UFC 133,2011-08-06,"Riki Fukuda was scheduled to face Rafael Natal, but was forced out of the bout due to a knee injury sustained in a car accident and was replaced by Costas Philippou."
UFC 133,2011-08-06,"However, Philippou was later pulled from this bout to replace Alessio Sakara in a bout with Jorge Rivera on this same card, and he was replaced by Paul Bradley."
UFC 133,2011-08-06,"Matyushenko, however, pulled out of the bout on July 13, 2011, due to an injury and was replaced by Matt Hamill."
UFC 134,2011-08-27,"Mackens Semerzier was expected to face Iuri Alcântara at the event, but was replaced by UFC newcomer Antonio Carvalho."
UFC 134,2011-08-27,"However, Carvalho was forced out of the bout with an injury and replaced by newcomer Felipe Arantes."
UFC 134,2011-08-27,"However, Ferreira was forced out of the bout with an injury and replaced by Dan Miller."
UFC 134,2011-08-27,"However, Swick had to withdraw from the bout due to a knee injury and was replaced by Luis Ramos."
UFC 135,2011-09-24,"Diego Sanchez was expected to face Matt Hughes, but was forced out of the bout with a broken hand and replaced by Josh Koscheck."
UFC 136,2011-10-08,"Josh Grispi was expected to face Matt Grice at the event, but Grispi was forced off the card with an injury and replaced by Nam Phan."
UFC 136,2011-10-08,Grice himself was also forced from the card with an undisclosed injury and replaced by Leonard Garcia.
UFC 136,2011-10-08,Aaron Simpson was expected to face Nick Catone at the event but Catone was forced off the card with an injury and replaced by Eric Schafer.
UFC 137,2011-10-29,"Dennis Siver was expected to face Sam Stout at this event, but Stout withdrew from the bout on August 29 and was replaced by Donald Cerrone."
UFC 137,2011-10-29,"On October 21, Tavares withdrew from bout due to an injury and was replaced by undefeated newcomer Clifford Starks."
UFC 138,2022-04-01,"However, Scanlon was pulled from the bout and replaced by promotional newcomer John Maguire Then, on September 28, Head himself pulled out of the fight due to an undisclosed injury and was replaced by Justin Edwards."
UFC 138,2022-04-01,"However, on August 30 Krauss pulled out of the bout citing a shoulder injury, and was replaced by Matt Brown."
UFC 138,2022-04-01,"Due to insufficient time to find a replacement, Njokuani was moved to a future card, while a prelim fight between Cyrille Diabate and Anthony Perosh was promoted to the main card."
UFC 139,2011-11-19,"However, Belfort was removed from the bout and replaced by Wanderlei Silva."
UFC 139,2011-11-19,"However, Eduardo was forced from the card with a shoulder injury on November 4 and replaced by promotional newcomer Alex Soto."
UFC 140,2011-12-10,"When it became clear that Evans would not be ready for the fight, he was replaced by Machida for the championship bout."
UFC 140,2011-12-10,"However, when Ortiz withdrew due to an injury, he was replaced by Phil Davis."
UFC 140,2011-12-10,"Shoulder surgery required Franklin to withdraw from the fight; Franklin was replaced by Ortiz's original opponent from eight months prior, Nogueira."
UFC 140,2011-12-10,"However, on November 8, MacDonald pulled out of the bout because of injury and was replaced by Claude Patrick."
UFC 140,2011-12-10,"On Friday April 20, 2012, UFC President Dana White confirmed that Overeem has been removed from his fight with Dos Santos and replaced by Frank Mir. "
UFC 141,2011-12-30,"Grant was originally scheduled to face Jacob Volkmann at this event but was forced to pull out due to an undisclosed injury, and was replaced by returning veteran Efraín Escudero."
UFC 141,2011-12-30,"Ramsey Nijem was scheduled to face Anthony Njokuani at the event but was forced to pull out due to an undisclosed injury, and replaced by Danny Castillo. "
UFC 142,2012-01-14,Veteran fighter Carlo Prater stepped in as a replacement for Bahadurzada.
UFC 142,2012-01-14,Newcomer Caio Magalhaes stepped in as a replacement for Nedkov in late December.
UFC 143,2012-02-04,"Erik Koch was expected to fight with Dustin Poirier, but was injured and was to be replaced by Ricardo Lamas."
UFC 143,2012-02-04,"However, Lamas ended up injured as well and was replaced by future UFC Featherweight Champion Max Holloway who made his UFC debut in this event."
UFC 143,2012-02-04,"Amir Sadollah was scheduled to fight Jorge Lopez at the event, but due to an injury was replaced by Matthew Riddle."
UFC 143,2012-02-04,"Justin Edwards was expected to face Stephen Thompson, but was injured and replaced by Daniel Stittgen. "
UFC 144,2012-02-26,"George Sotiropoulos was expected to face Takanori Gomi at this event, but was forced out of the bout with an injury and replaced by Eiji Mitsuoka."
UFC 144,2012-02-26,Issei Tamura stepped in for Garcia and fought Zhang.
UFC 145,2012-04-21,"Matt Wiman was expected to face Mark Bocek at this event, but was forced off the card with an injury and replaced by the returning John Alessio."
UFC 146,2012-05-26,"However, Dunham was forced from the event with an injury and replaced by returning veteran Jamie Varner."
UFC 146,2012-05-26,"However, on May 17, 2012, Hunt withdrew from the bout due to injury and was replaced by Lavar Johnson. ===Alistair Overeem removal and card changes=== Originally scheduled to headline the event was a Heavyweight Championship bout between one of UFC's newest stars, Alistair Overeem (who defeated former champion Brock Lesnar in his UFC debut to earn the title shot), and champion Junior dos Santos."
UFC 147,2012-06-23,He was replaced by semifinalist Sérgio Moraes.
UFC 148,2012-07-07,"Faber was then expected to face replacement Renan Barão for the Interim UFC Bantamweight Championship, but that fight was moved to the main event of ''UFC 149'' in Calgary, Alberta."
UFC 15,1997-10-17,"Abbott was brought in as a last-minute replacement for Dan Severn, who couldn't fight because of an injured hand."
UFC 15,1997-10-17,"He was replaced by Mike Goldberg in UFC Japan. ''Collision Course'' marked a major change in the UFC's rules, with limitations set on permissible striking areas."
UFC 150,2012-08-11,"However, Cane was forced out of the bout with an injury and replaced by Rousimar Palhares."
UFC 150,2012-08-11,Palhares himself was forced out of the bout with Okami with an injury and was replaced by Buddy Roberts.
UFC 152,2012-09-22,"However, Hollett was forced out of the bout due to a contract dispute and replaced by Vladimir Matyushenko."
UFC 152,2012-09-22,He was replaced by Lance Benoist.
UFC 153,2012-10-13,"However, Jackson pulled out of the bout citing an injury, and was replaced by Fabio Maldonado."
UFC 153,2012-10-13,Former UFC Light Heavyweight Champion Rashad Evans was offered the fight with Teixeira but turned it down due to the short notice.
UFC 153,2012-10-13,"With no time to find a suitable replacement, Gonzaga was pulled from the card."
UFC 153,2012-10-13,Former UFC Lightweight Champion Frankie Edgar had agreed to step in for Koch and fight Aldo for the Featherweight title.
UFC 153,2012-10-13,"Although all main event fights have been five-round affairs since UFC 138, UFC 153 was an exception due to the short notice, along with UFC 234, when Robert Whittaker pulled out of the event a few hours prior."
UFC 154,2012-11-17,"However, Thompson was forced out of the bout with a knee injury and was replaced by Matthew Riddle."
UFC 154,2012-11-17,"Yousef was then forced out with injury, and replaced by John Maguire."
UFC 155,2012-12-29,"However, Sonnen was pulled from the fight to coach the seventeenth season of ''The Ultimate Fighter'' opposite UFC Light Heavyweight champion Jon Jones and was replaced by Phil Davis."
UFC 155,2012-12-29,"However, Maynard was forced out of the bout with an injury and replaced by Jim Miller."
UFC 155,2012-12-29,"However, due to an injury sustained by Shane Carwin, Mitrione stepped in as a replacement against Roy Nelson at ''The Ultimate Fighter 16 Finale'' and was replaced by the returning Todd Duffee."
UFC 155,2012-12-29,"However, Weidman was forced out of the bout with a shoulder injury and was replaced by Costas Philippou."
UFC 155,2012-12-29,"However, Vemola was forced out of the bout with an injury and was replaced by Strikeforce veteran Derek Brunson."
UFC 155,2012-12-29,"However, McKenzie was forced out of the bout and was replaced by Max Holloway."
UFC 156,2013-02-02,"Erick Silva was expected to face Jay Hieron at this event; however, Silva pulled out of the bout citing an injury, and was replaced by promotional newcomer Tyron Woodley."
UFC 157,2013-02-23,Mendes was then pulled from the card as a suitable replacement could not be found on short notice.
UFC 158,2013-03-16,"However, Pierson pulled out of the bout citing an injury and was replaced by Quinn Mulhern."
UFC 158,2013-03-16,"However, Gagnon was forced out of the bout with an injury and was replaced by T.J."
UFC 158,2013-03-16,Jabouin was then pulled from the card as a suitable replacement could not be found on short notice. 
UFC 159,2013-04-27,"Sonnen''''' was a mixed martial arts event held on April 27, 2013, at the Prudential Center in Newark, New Jersey. ==Background== Jimy Hettes was expected to face Steven Siler at the event; however, Hettes was forced out of the bout with an injury and replaced by Kurt Holobaugh."
UFC 159,2013-04-27,"However, Pérez pulled out of the bout just days before the event citing an injury and was replaced by Bryan Caraway."
UFC 160,2013-05-25,He was replaced by James Te Huna Amir Sadollah was expected to face Stephen Thompson at the event.
UFC 160,2013-05-25,"However, Sadollah pulled out of the bout citing an injury and was replaced by Nah-Shon Burrell."
UFC 160,2013-05-25,"However, Nelson pulled out of the bout citing an injury and was replaced by Rick Story."
UFC 161,2013-06-15,"However, Waldburger was pulled from the event and replaced by Kenny Robertson."
UFC 161,2013-06-15,"As a result, Palelei was removed from the card, but attended fight week activities as potential replacement for either two heavyweight fights at the event."
UFC 161,2013-06-15,"However, Vallie-Flagg was forced out with a back injury and was replaced by James Krause."
UFC 161,2013-06-15,Chael Sonnen was briefly linked as a replacement for Nogueira.
UFC 162,2013-07-06,"John Makdessi was expected to face Edson Barboza at the event; however, Makdessi, pulled out of the bout citing an injury and was replaced by Rafaello Oliveira."
UFC 162,2013-07-06,"Shane del Rosario was originally scheduled to face Dave Herman at the event; however, del Rosario was forced off the card due to injury and replaced by Gabriel Gonzaga. "
UFC 163,2013-08-03,"However, in mid-June Pettis pulled out of the bout citing a knee injury and was replaced by Chan Sung Jung."
UFC 163,2013-08-03,"However, Hester was forced out of the bout with an injury and was replaced by Thiago Santos."
UFC 164,2013-08-31,"However, Grant was forced out of the bout with an injury and was replaced by Anthony Pettis."
UFC 164,2013-08-31,"However, Mulhern was forced out with a hand injury and was replaced by Al Iaquinta."
UFC 164,2013-08-31,"However, Brunson was forced out with an injury and was replaced by newcomer Brian Houston."
UFC 165,2013-09-21,"However, Bocek pulled out due to an injury and was replaced by UFC newcomer Jesse Ronson."
UFC 165,2013-09-21,"However, Yamamoto was removed from the bout and was replaced by Wilson Reis."
UFC 166,2013-10-19,A bout between Tony Ferguson and Khabib Nurmagomedov was rescheduled from UFC 164 however visa complications left Nurmagomedov unable to compete and was subsequently replaced by Mike Rio.
UFC 166,2013-10-19,"A bout between George Roop and Francisco Rivera was scheduled for this card, but was moved to UFC Fight Night 31 and replaced by Sarah Kaufman vs."
UFC 166,2013-10-19,"Grice was replaced by Charles Oliveira who also lost his original opponent, Estevan Payan, due to injury."
UFC 166,2013-10-19,"However, Rockhold was forced out of the bout citing a knee injury and was replaced by C."
UFC 167,2013-11-16,"However, Lee had to pull out citing an undisclosed injury and was replaced by Will Campuzano. "
UFC 168,2013-12-28,Tate was tabbed as the replacement and the rematch with Rousey was announced.
UFC 169,2014-02-01,"However, Green pulled out of the fight for undisclosed reasons and was replaced by former WEC lightweight champion Jamie Varner."
UFC 169,2014-02-01,He was replaced by WEC veteran Danny Martinez. 
UFC 17,1998-05-15,Lion's Den fighter Pete Williams would step in as a last-minute replacement to face Coleman.
UFC 170,2014-02-22,"However, Caraway pulled out of the bout citing an injury and was replaced by UFC newcomer Aljamain Sterling."
UFC 170,2014-02-22,Martins ended up also getting injured and was replaced by UFC newcomer Cody Gibson.
UFC 170,2014-02-22,He was replaced by UFC newcomer Pedro Munhoz.
UFC 170,2014-02-22,He was replaced by 4-0 undefeated fighter Patrick Cummins. 
UFC 171,2014-03-15,"However, Pena pulled out of the bout citing an injury to the knee and was replaced by Raquel Pennington."
UFC 171,2014-03-15,"However, Montague was forced to pull out of the bout citing an injury and was replaced by Justin Scoggins."
UFC 171,2014-03-15,He was replaced by Nikita Krylov.
UFC 171,2014-03-15,"However, Troeng was forced out of the bout due to an injury and was replaced by UFC newcomer Sean Strickland."
